	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
1268	784_0	if improvement customer service i would hate see	customer service	29--45	-1	customer service i	0.0
1269	154_0	the video card great media average gaming not gamers first choice	gaming	57--63	1	video card average gaming	0.0
1270	1659_0	garageband easy work like apple applications i experience	garageband	0--10	1	garageband easy work	1.0
1271	312_1	the computer runs fast no problems ilife software comes iphoto imovie web itunes garageband helpful well	iphoto	88--94	1	comes iphoto imovie web itunes garageband helpful well	1.0
1272	1942_0	the computer continued give issues late june completely died i tried call acer get fixed refused help said warrenty hung	warrenty	172--180	-1	said warrenty	0.0
1273	1865_2	until i bought dell i thought looked wanted size software options hardware purchase best deal could find	hardware	99--107	0	hardware purchase	0.0
1274	534_0	a seventy dollar mouse	mouse	17--22	0	a seventy dollar mouse	0.0
1275	1921_0	programs would crash time turned unstable unreliable laptop	programs	0--8	-1	programs crash	-1.0
1276	1413_0	also size consistency laptop computer websites even attempt work computer browser problems	size	21--25	-1	size computer computer	0.0
1277	2960_0	the ati graphics card huge plus definitely good value need able run slightly older games intel built card would trouble half life 2 even world warcraft	ati graphics card	4--21	1	ati graphics card huge plus card trouble	-1.0
1278	2895_1	it super fast great value price	price	42--47	1	super fast great value price	1.0
1279	2762_0	the battery last long i sure upgrade battery would solve problem	battery	4--11	-1	the battery last long i sure upgrade battery solve	1.0
1280	1651_0	and warranty macbook pro last 5 years 1000 battery recharge cycles	warranty	8--16	1	warranty macbook	0.0
1281	140_0	i bought laptop found tab not functioning	tab	35--38	-1	found tab functioning	0.0
1282	2208_0	i especially like backlit keyboard	backlit keyboard	22--38	1	like backlit keyboard	1.0
1283	2084_1	if want little custom ability drop bucks upgrade one robust versions win 7 grab 2gb stick memory spice bit	2gb stick memory	126--145	1	stick memory bit	0.0
1284	2689_1	i dislike weight size cumbersome	size	25--29	-1	dislike weight size cumbersome	-1.0
1285	2250_1	iphotos excellent program storing organizing photos	program	24--31	1	iphotos excellent program storing	1.0
1286	1878_1	1 you not change desktop background window 7 starter not support function	window 7 starter	46--64	-1	change desktop background window 7 starter support	1.0
1287	105_1	that possible since make windows xp drivers sound card machine i stuck windows 7 came	sound card	75--85	-1	make drivers sound card machine	0.0
1288	2272_4	we also use parallel run virtual machines windows xp professional windows 7 home premium windows server enterprise 2003 windows server 2008 enterprise	windows server 2008 enterprise	140--170	0	windows professional windows premium windows server enterprise 2003 windows server 2008 enterprise	0.0
1289	2682_0	not sure i recommend quality gaming i desktop rig reason	gaming	40--46	-1	recommend quality gaming	1.0
1290	209_0	connecting wireless router via built wireless took no time	built wireless	37--54	1	wireless router via built wireless	0.0
1291	523_0	i guess good thing came speakers subwoofer	speakers	60--68	1	speakers subwoofer	0.0
1292	2276_1	i connect lacie 2big external drive via firewire 800 interface useful time machine	firewire 800 interface	46--68	1	firewire 800 interface useful machine	1.0
1293	1288_0	we carry netbook around hence kinda irritating lcd slide downwards	lcd	84--87	-1	kinda irritating lcd downwards	-1.0
1294	2465_2	since i keyboard 100 wpm i look unit comfortable keyboard no keys sticking lagging strange configuration extra key etc	configuration extra key	118--146	1	lagging strange configuration extra key	-1.0
1295	2272_3	we also use parallel run virtual machines windows xp professional windows 7 home premium windows server enterprise 2003 windows server 2008 enterprise	windows server enterprise 2003	104--134	0	windows professional windows premium windows server enterprise 2003 windows server 2008 enterprise	0.0
1296	2420_0	they size keys	keys	29--33	0	size keys	0.0
1297	1455_0	also battery completely shot	battery	11--18	-1	battery shot	0.0
1298	2359_1	the screen bright vivid keyboard easy use important use quick typers	keyboard	39--47	1	bright vivid keyboard easy use important use	1.0
1299	541_0	the store honored warrenty made comment even recommend hp brand problems warrantys	warrenty	24--32	1	warrenty made	0.0
1300	1372_4	we numerous problems vista adobe flash player quits uninstalled reinstalled internet explore quits lose whatever working also windows update appeared computer since got updated probably 400 times update	update	326--332	-1	windows update appeared got updated update	0.0
1301	1112_1	info windows failed load vernal missing corrupt	vernal	41--47	-1	failed load vernal missing corrupt	-1.0
1302	1263_0	hp said warranty	warranty	22--30	0	said warranty	0.0
1303	2727_0	tried make recovery disk wouldnt get passed first recovery disk	recovery disk	16--28	-1	recovery disk wouldnt passed first recovery disk	0.0
1304	1647_0	and ram thing makes faster comes sporting 2 gigs high performance handle stuff surf web whole lot faster	ram	8--11	1	ram makes	0.0
1305	3056_1	the speed difference next nothing mac hard drive manually upgraded could buy $60 500gb external hard drive	hard drive	59--69	0	mac hard drive upgraded buy 500gb external hard drive	-1.0
1306	259_0	they break often pcs reason get viruses no one makes viruses not better way worse try finding virus protection programs mac exist	virus protection programs mac	186--221	-1	finding virus protection programs mac	0.0
1307	1546_0	finally i note i took 2gb ram stick old deep installed i even powered first time	2gb ram stick	39--52	0	ram stick old deep installed	0.0
1308	2722_2	i really impressed quality performance price computer	price	62--67	1	price computer	0.0
1309	1086_2	either the computer is too slow to detect the keys typed this is unlikely as i am a slow typist or the keyboard simply does not detect the keys being typed	keys	141--145	-1	the computer is slow detect the keys typed this is unlikely as i am a slow typist or the keyboard simply does not detect the keys typed	0.0
1310	73_0	the newer black keyboard took little bit away previous gray one looked really slick still great notebook	black keyboard	10--24	-1	the newer black keyboard took	0.0
1311	1224_0	i happy my purchase toshiba satellite l305d s5934 laptop came time repaired toshiba warranty	toshiba warranty	120--136	-1	toshiba laptop repaired toshiba warranty	0.0
1312	2625_0	the resolution screen almost pure hd	resolution screen	4--28	1	the resolution screen pure hd	0.0
1313	2761_0	it even easy hook wireless networks	hook wireless networks	18--52	1	it even easy hook wireless networks	1.0
1314	2757_3	i also love design looks feel toshiba feature wonderful	toshiba feature	53--71	1	feel toshiba feature wonderful	1.0
1315	1450_1	the best thing build computer u company like dell allow choose components better price get computer compares one apple $2000 systems google dell coupons find codes take signifiant amount price	price	151--156	1	better price get take signifiant amount price	1.0
1316	764_0	call tech support standard email form fax back us	tech support	5--17	0	call tech support	1.0
1317	834_2	this laptop looks great surface 17 inch screen good price point nice appearance boots quickly runs fast etc	appearance	81--91	1	screen nice appearance	1.0
1318	1047_3	4 ram slots 2 hdd bays 16gb ram support no wireless issues least	wireless	48--56	1	wireless issues	0.0
1319	1058_0	but i received replacement i made both recovery dvds 4 driver application dvd	recovery dvds	48--61	0	made both recovery dvds 4	0.0
1320	2833_0	laptop preformed pretty well	preformed	11--20	1	laptop preformed well	1.0
1321	1972_0	it hard handle operate school	handle	15--21	-1	it hard handle operate	-1.0
1322	3058_2	improved nothing else resolution appearance cooling system graphics card etc	cooling system	59--73	-1	resolution cooling system	0.0
1323	1752_0	however i may inadvertently thrown one batteries shipping carton	batteries	56--65	0	thrown one batteries shipping	0.0
1324	2679_0	also consider ms office apps trial versions hope copies	ms office apps	18--32	-1	consider ms office apps	0.0
1325	637_0	i propose swap hard drives	hard drives	39--50	0	swap hard drives	-1.0
1326	314_1	i like programs better office save files completely compatible office programs well	office	34--40	-1	programs office save completely compatible office programs	1.0
1327	240_0	skype dang cool machine	skype	0--5	1	skype dang	0.0
1328	1968_0	sure one touch keys best feature computer	one touch keys	16--30	1	sure one touch keys feature	1.0
1329	740_0	this computer exactly specifications i needed	specifications	30--44	1	computer exactly specifications needed	0.0
1330	2577_1	the downside netbook pretty much netbook screen size not something i stare entire 10 11 hours battery life five days week	battery life	142--154	0	entire hours battery life	0.0
1331	845_0	long story many calls various offices i told no one override depot managers take phone calls e mails	depot	94--99	0	depot managers	0.0
1332	2221_2	of course i also several great software packages came free including iwork garageband imovie	garageband	91--101	1	iwork garageband imovie	0.0
1333	1427_0	best buy 5 stars sales service respect old men familiar technology dell computers 3 stars dell support owes couple	sales	26--31	1	best buy 5 stars sales service respect familiar technology	1.0
1334	453_9	there several programs school office use pages numbers keynote etc music garageband photo management photo booth iphoto video editing movie making imovie etc	pages	53--58	0	use pages numbers keynote garageband booth iphoto video movie	0.0
1335	335_0	the operating system user interface intuitive large multi touch track pad amazing	operating system	4--20	1	operating system user	0.0
1336	3027_0	enabling battery timer useless	battery timer	13--26	-1	enabling battery timer useless	-1.0
1337	990_0	the technical service dell 3rd world might well not even bother	technical service dell	4--30	-1	the technical service dell 3rd world bother	-1.0
1338	108_0	it started randomly ceasing charge plugged mousing battery icon would read example 74% plugged not charging requiring unplug plug back several times get charge	charging	146--154	-1	charging requiring plug get	0.0
1339	394_2	the leather carrying case keyboard mouse arrived two days memphis warehouse	mouse	40--45	0	carrying case keyboard mouse	0.0
1340	1867_1	i think part problem computer vista yet i know vista entire issue latest purchase acer also vista i waited months get next operating system	vista	68--73	-1	think part problem computer vista vista entire issue acer also vista waited	-1.0
1341	1675_0	it color even cool	color	5--10	1	it color even cool	1.0
1342	2632_0	i thought learning mac os would hard easily picked familiar pc	mac os	23--29	1	mac os would	0.0
1343	2154_2	the large screen also helps working design based programs like adobe creative suite	adobe creative suite	79--99	0	programs like adobe creative suite	1.0
1344	331_0	it 10 hour battery life web browsing word editing making perfect classroom office terms gaming movie playing battery life 5 hours	battery life	17--29	1	it hour battery life web making playing battery life	1.0
1345	3031_0	i know 7 hrs battery looks like	battery	21--28	1	7 hrs battery looks	0.0
1346	675_0	10 plus hours battery	battery	17--24	1	plus hours battery	0.0
1347	2346_1	i already hooked sleek look dependability laptop shown	dependability	41--54	1	dependability laptop shown	0.0
1348	1745_2	though picture video music software nowhere close professional grade software im used cs5 job beginner even intermediate media designers	picture	11--18	-1	picture software professional software	0.0
1349	2271_0	we upgraded memory four gigabytes order take advantage performance increase speed	memory	16--22	0	memory four gigabytes	0.0
1350	84_0	while i mostly use email internet gaming i confident applications live high standard i come appreciate mac laptops	applications	78--90	1	i i confident applications live i	1.0
1351	2690_0	i dislike quality placement speakers	speakers	47--55	-1	dislike quality placement speakers	-1.0
1352	1441_0	stopped booting up less week one year warranty	booting up	8--18	-1	stopped booting up warranty	-1.0
1353	1089_0	well i spilled something replaced model gets hot battery make 1 dvd	battery	92--99	-1	hot battery make	0.0
1354	1159_0	i would rate computer 5 stars considering short life span i give 1 implore anyone looking laptops stay away machine	life span	70--79	-1	considering short life span give	0.0
1355	3058_3	improved nothing else resolution appearance cooling system graphics card etc	graphics card	75--88	-1	resolution graphics card	0.0
1356	1885_0	if internet connectivity important i would recommend going dell net book 50 bucks buy usb wireless card	internet connectivity	3--24	0	if internet connectivity important recommend buy	1.0
1357	3011_2	great os fabulous improvements existing line bumping processor speed adding thunderbolt port	thunderbolt port	99--115	1	adding thunderbolt port	0.0
1358	2481_0	it nice not worry extra expense comes along necessary virus protection pc	virus protection	96--112	1	necessary virus protection pc	0.0
1359	18_2	while people say pcs hold functionality value macs pretty look i think something said simplicity macs	simplicity	144--154	1	functionality macs simplicity macs	0.0
1360	744_1	the aspire wont even boot past acer screen droid i tried motorola etc plugged usb port	usb port	114--122	-1	plugged usb port	0.0
1361	248_0	the internet explorer slow beginning	internet explorer	4--21	-1	the internet explorer slow	0.0
1362	2288_0	wonderful sleek case design outside	case design	16--27	1	wonderful sleek case design outside	1.0
1363	59_0	the computer runs extremely slowly whether opening word my computer	runs	13--17	-1	computer runs slowly word	0.0
1364	834_0	this laptop looks great surface 17 inch screen good price point nice appearance boots quickly runs fast etc	17 inch screen	40--55	1	17 inch screen good point nice appearance boots runs	1.0
1365	1332_0	do think i purposely destroy netbook i demand new set do think fun take public transport way service center get non satisfactory solution or rather no solution	service center	145--159	-1	take public transport way service center	0.0
1366	2132_1	the thing i wish 15 inch macbook pro much better speakers side keyboard	keyboard	93--101	0	wish side keyboard	1.0
1367	2187_2	compared similarly spec pcs machine good value well built works easily right box	works	77--82	1	similarly spec pcs good value works easily right box	1.0
1368	1444_0	apparently manufacturing defect something amount thermal paste	thermal paste	73--86	-1	manufacturing amount thermal paste	0.0
1369	406_0	hp interested selling extended warranties cost netbook new helping fixing	extended warranties	33--52	-1	selling extended warranties	0.0
1370	1268_0	could not keep finally hard drive went	hard drive	42--52	-1	keep hard drive	-1.0
1371	2809_0	i love windows 7 give toshiba credit unless get serious ergonomics making required connections less obtrusive looking different manufacturer next time	windows 7	7--16	1	love windows 7 give	1.0
1372	1068_2	i reloaded windows 7 ultimate bluetooth fingerprint reader software would not load	fingerprint reader	58--76	-1	fingerprint reader software	0.0
1373	2967_0	i would like least 4 hr battery life	battery life	30--42	0	like least 4 hr battery life	1.0
1374	1922_1	the battery life supposed 6 hours even i ran battery high efficiency setting battery would last average 2 5 3 hours	battery	71--78	0	battery life battery high efficiency setting battery	1.0
1375	1811_4	the mac snow leopard o s extremely easy use although different win xp visa win7	use	46--49	1	s extremely easy use xp win7	1.0
1376	2368_0	he loves easy use well schools start teaching kids early computers easy get started	use	30--33	1	easy use schools easy	1.0
1377	1993_1	whenever tried turn would restart soon bios launched windows windblows i like ot call	windows	76--83	-1	windows windblows	0.0
1378	2090_1	great product easy use great graphics	use	28--31	1	great product easy use great graphics	1.0
1379	2656_0	this great value money	value	16--21	1	great value money	1.0
1380	2587_0	one suggestion i not bother getting microsoft office mac expecting work like knew pc	microsoft office mac	51--79	-1	microsoft office mac expecting	0.0
1381	108_1	it started randomly ceasing charge plugged mousing battery icon would read example 74% plugged not charging requiring unplug plug back several times get charge	charge	38--44	-1	randomly ceasing charge plugged plugged get charge	0.0
1382	1548_3	apparently well built gorgeous look i5 macbook pro winning combination price performance	look	38--42	1	built gorgeous look i5 performance	1.0
1383	2990_0	right size weight portability	size	6--10	1	right size portability	0.0
1384	44_0	i regret buying understanding awful use	use	59--62	-1	understanding awful use	-1.0
1385	2813_0	memory upgradable	memory	0--6	1	memory upgradable	0.0
1386	1064_1	for bluetooth work properly must install launch manager drivers applications dvd not show reload	drivers applications dvd	79--103	0	install launch manager drivers applications dvd	0.0
1387	2762_1	the battery last long i sure upgrade battery would solve problem	battery	54--61	1	the battery last long i sure upgrade battery solve	1.0
1388	1255_0	i checked i installed applications	applications	49--61	0	installed applications	0.0
1389	2775_0	sells netbook without sacrificing size	size	52--56	1	sacrificing size	0.0
1390	2491_0	first things first macbook pro many applications make life easier unlike windows computers	applications	41--53	1	macbook pro many applications make	0.0
1391	2507_0	pc users work word mac users work pages	word	17--21	0	work word work	0.0
1392	429_0	the repairs made quickly though i must say however second time shipped incorrect address took nearly week get	shipped	78--85	-1	repairs shipped took	0.0
1393	1142_1	and one point blame installing bad memory stick i upgrade memory first time purchase laptop i bought memory stick recommended	memory stick	55--67	-1	and point installing bad memory stick upgrade memory first time memory stick recommended	-1.0
1394	2865_0	the feature good enough i need	feature	4--11	1	the feature good enough need	1.0
1395	4_1	i bought protector key pad works great happy	key pad	28--35	1	protector key pad works great happy	1.0
1396	3048_0	i staff telling older version not make fan noise cause different computer	staff	10--15	-1	i staff telling cause	0.0
1397	575_0	i work film editing post production i need laptop not power memory speed well	power	81--86	0	power speed	0.0
1398	2711_2	seems slow occasionally run many applications ie internet tabs programs etc simultaneously	internet tabs	67--80	1	run ie internet tabs programs	0.0
1399	2440_0	i looking closely performance specs comparing i took granted features standard	performance specs	39--56	0	looking closely performance specs comparing	0.0
1400	2117_0	when look specs apple products comparison dell hp yes seem offer less higher cost	cost	122--126	-1	offer less higher cost	0.0
1401	2959_1	the 2 gb ram plenty able run windows 7 least 2 3 programs next no slowdown	windows 7	39--48	1	run windows 7	0.0
1402	1794_1	i love solid machined aluminum frame keyboard best laptop i used	keyboard	50--58	1	solid machined frame keyboard best laptop	1.0
1403	2140_0	all apple associates always wiling help anything no matter purchased computer many years passed	apple associates	4--20	1	all apple associates wiling	0.0
1404	2272_0	we also use parallel run virtual machines windows xp professional windows 7 home premium windows server enterprise 2003 windows server 2008 enterprise	parallel	12--20	0	use parallel	0.0
1405	2697_1	i also problem touchpad caused mouse pointer jump screen	screen	90--96	0	caused mouse pointer jump screen	0.0
1406	265_0	no tutorials display	tutorials	3--12	-1	no tutorials display	-1.0
1407	26_0	the battery life amazing versatility outstanding	battery life	4--16	1	the battery life amazing versatility outstanding	1.0
1408	720_0	upgrading windows 7 starter thru windows 7 home premium windows 7 professional snap	windows 7 starter	15--32	0	upgrading windows 7 starter thru windows 7 windows 7 professional snap	0.0
1409	2780_0	there no number pad right keyboard bummer	pad	19--22	-1	there number pad right bummer	-1.0
1410	1412_0	i could save ten essay papers hardly memory left	memory	50--56	-1	save hardly memory left	1.0
1411	2170_1	even i like playing online games wonderful feature i dual boot windows	windows	103--110	1	i wonderful feature i dual boot windows	1.0
1412	2313_1	startup 30 seconds shutdown 2 4 seconds resume sleep 0 2 seconds	shutdown	29--37	0	startup seconds shutdown seconds seconds	0.0
1413	2710_0	came fully loaded good	loaded	11--17	1	came fully loaded good	1.0
1414	1021_1	this computer i issues keyboard lost half keyboard functions	keyboard functions	82--100	-1	this computer i issues keyboard lost half keyboard functions	-1.0
1415	2337_1	touch pad fine real touch pad	touch pad	43--52	1	touch pad fine real touch pad	1.0
1416	486_4	that included extra sony sonic stage software speakers subwoofer i got was worth money bluetooth mouse supposedly bluetooth enabled computer extended life battery docking port	docking port	216--228	0	bluetooth mouse supposedly bluetooth enabled computer extended life battery docking port	0.0
1417	2584_1	the keyboard like no laptop keyboard	keyboard	37--45	0	the keyboard like no laptop keyboard	1.0
1418	2154_0	the large screen also helps working design based programs like adobe creative suite	screen	10--16	1	the large screen helps	1.0
1419	1080_0	also hdd secures inside using rails one set main hard drive	hdd	6--9	1	hdd secures	1.0
1420	2627_0	it also fairly easy use operating system	operating system	33--49	1	use operating system	0.0
1421	2518_0	i purchased toshiba satellite m60 harman pardon speakers december 2005	speakers	56--64	1	pardon speakers	1.0
1422	569_0	but screen size not bad email web browsing	screen size	8--19	1	but screen size not bad web	1.0
1423	1876_0	i already hp laptop i bought last year standard size	size	62--66	0	laptop bought last year standard size	0.0
1424	1438_1	externally keys keyboard falling uses paint rubbing button mouse pad heals hands sit screen terrible glare	keyboard	26--34	-1	keys keyboard falling	-1.0
1425	997_0	drivers updated ok bios update froze system computer shut	drivers	0--7	1	drivers update	0.0
1426	1996_0	i not sure drive however	drive	28--33	0	i not sure drive however	-1.0
1427	2962_0	this likely due poor grounding isolation components i hoping fixed ground loop isolator i still expected better product quality price range	components	63--73	-1	likely due poor grounding isolation components expected	-1.0
1428	1612_1	the graphics screen stunning although i pc person i able understand use mac fairly quickly	screen	17--23	1	the graphics screen stunning	1.0
1429	2261_1	the apple applications ex iphoto fun easy really cool use unlike competition	iphoto	27--33	1	iphoto fun easy	1.0
1430	1595_0	its pretty fast not hiccups i using web browsing uploading photos watching movies 720p occasion creating presentations	web browsing	66--78	1	using web browsing	0.0
1431	640_1	they say invalidate warranty hard drive i really understand anyway	hard drive	55--65	0	say invalidate warranty hard drive understand	-1.0
1432	2792_0	the thing i understand resolution screen high enough pages yahoo mail	resolution screen	46--70	-1	understand resolution screen high enough pages	0.0
1433	1812_1	the difference whole lot fun using laptop still learning apple navigation fun comes lot cool apps	apps	141--145	1	lot comes lot cool apps	1.0
1434	1079_0	second hdd cover walls inside need broken install one	hdd cover	7--16	0	second hdd cover walls	0.0
1435	2272_2	we also use parallel run virtual machines windows xp professional windows 7 home premium windows server enterprise 2003 windows server 2008 enterprise	windows 7 home premium	80--102	0	windows professional windows 7 home premium windows enterprise windows enterprise	0.0
1436	884_0	now my monitor acting 2 months	monitor	11--18	-1	now monitor acting	0.0
1437	308_0	on powerbook g4 i would never use trackpad i would use external mouse i like trackpad	trackpad	41--49	-1	i use trackpad i use i like trackpad	1.0
1438	2292_0	the ease use wonderful	use	12--15	1	ease use wonderful	1.0
1439	1197_0	finally biggest problem tech support	tech support	38--50	-1	finally biggest problem tech support	0.0
1440	274_0	the little battery would last hour desktop	battery	11--18	-1	the little battery last	0.0
1441	2511_1	bigger hd better graphics card bid hd	hd	43--45	1	bigger hd graphics bid hd	0.0
1442	2992_1	battery not upgradable longer life battery	battery	43--50	-1	upgradable longer life battery	0.0
1443	452_0	i windows linux user i love size screen big enough i use internet artwork yet small enough reasonably portable	size	57--61	1	size screen	0.0
1444	3041_1	processor when compared 3 week old early 2011 edition i barely experience difference performance 2 3 ghz v 2 4 ghz	performance	106--117	0	experience difference performance ghz v ghz	0.0
1445	2185_0	high price tag however	price tag	5--14	-1	high price tag however	0.0
1446	1351_0	i think motherboard soon replace	motherboard	26--37	-1	motherboard replace	0.0
1447	2928_0	that whole experience ridiculous sent told us pay $175 fix like portable mouse would way cheaper refused send laptop back paid $175 fixed	mouse	153--158	1	like portable mouse	1.0
1448	911_1	no complaints desktop maybe sits desktop carry around could jar hard drive motherboard	motherboard	152--163	0	sits motherboard	0.0
1449	2686_0	didn work shipped walmart com went store exchanged working laptop make model	work	7--11	-1	didn work shipped	0.0
1450	1104_0	the first program i switched game children	program	10--18	0	first program i	0.0
1451	2697_0	i also problem touchpad caused mouse pointer jump screen	touchpad	30--38	-1	problem touchpad	-1.0
1452	2478_0	all things trackpad make navigating around computer programs much simpler quicker easier	trackpad	35--43	1	things trackpad make	0.0
1453	1591_0	strong performance device makes use fun strong sense era speed this device serves modern requirements strong game useful designers	performance	7--18	1	strong performance device device	1.0
1454	2819_0	aside trial software short battery life lack webcam great	trial software	15--29	-1	aside trial software short life	0.0
1455	2830_0	now i order i not go full scale webcam full keyboard i wanted something basics easy carry i use crutch wheelchair backpack laptop bag	webcam	49--55	0	full webcam full keyboard	0.0
1456	253_0	another issue i battery	battery	36--43	-1	issue i battery	0.0
1457	1698_0	my only problem is i can not reg the product key	product key	38--49	-1	reg the product key	0.0
1458	2653_2	the pro great product i wish 13 inch models came intel processors comfortable edge edges hurt wrists	edges	129--134	-1	edge edges hurt	-1.0
1459	290_0	i know way better laptops price spend money shit go get perfectly decent laptop doesnt suck total monkey balls	price	59--64	0	know better laptops price	1.0
1460	2751_1	good monitor performed well	performed	17--26	1	good monitor performed well	1.0
1461	16_0	a longer battery life would great meets spec quite easily	spec	64--68	1	great meets spec	1.0
1462	2776_0	my favorite part computer vga port i connect bigger screen	vga port	51--59	1	favorite computer vga port connect	1.0
1463	609_1	keys weird places way large way designed	designed	68--76	-1	way large way designed	0.0
1464	911_0	no complaints desktop maybe sits desktop carry around could jar hard drive motherboard	hard drive	133--143	0	jar hard drive	-1.0
1465	3056_0	the speed difference next nothing mac hard drive manually upgraded could buy $60 500gb external hard drive	speed	4--9	-1	speed difference	0.0
1466	2181_0	three mac book advantages pcs linux based os problems system performance comes mac	system performance	98--116	-1	system performance comes	0.0
1467	1731_0	everything easy use mac software much simpler microsoft software	mac software	30--42	1	easy use mac software simpler microsoft software	1.0
1468	1074_0	but buy model purchase 4gb ram 2x2gb $92 1x4gb $99 save $100 model 8gb ram	4gb ram	38--48	0	ram 2x2gb save ram	1.0
1469	1124_0	mine came $1 700 w dvd burner	dvd burner	26--36	-1	came dvd burner	0.0
1470	2304_0	3 usb ports 1 sd memory card reader sd memory car expansion	usb ports	9--18	0	3 usb ports card	0.0
1471	1591_1	strong performance device makes use fun strong sense era speed this device serves modern requirements strong game useful designers	speed	84--89	1	makes strong sense era speed serves strong game	1.0
1472	2823_0	this great little computer price	price	40--45	1	this great little computer price	1.0
1473	2626_0	the switchable graphic card pretty sweet want gaming laptop	switchable graphic card	4--27	1	the switchable graphic card pretty sweet want	1.0
1474	2166_0	it runs perfectly	runs	3--7	1	it runs perfectly	1.0
1475	2154_1	the large screen also helps working design based programs like adobe creative suite	design based programs	52--73	0	helps working design based programs suite	1.0
1476	1844_0	upon giving serial number first thing i told warranty i could pay repaired	warranty	88--96	0	warranty pay repaired	-1.0
1477	1740_0	the material pro made seems lot nicer pc specs like i said performs lot better computer i past	material	4--12	1	material pro	0.0
1478	1865_1	until i bought dell i thought looked wanted size software options hardware purchase best deal could find	software	80--88	0	software purchase	0.0
1479	244_0	if time worth anything tired rebooting reformatting reinstalling trying find drivers want computer work change make change computer	drivers	113--120	-1	find drivers	0.0
1480	278_0	the layout macbook horrible confusing	layout	4--10	-1	the layout macbook horrible confusing	-1.0
1481	1887_1	returned laptop repair 2nd time came back obvious physical damage keyboard bulging speaker grill pressed buttons not working usb ports inoperative	speaker grill	106--119	-1	bulging speaker grill pressed buttons inoperative	0.0
1482	1069_1	the bluetooth not fingerprint reader driver would software would hang installation 1 2 way done	fingerprint reader driver	44--69	-1	fingerprint reader driver would would	0.0
1483	1749_3	only thing using document creation apple doesnt provide kind word processor works windows iwork cheap compared office	windows	136--143	0	provide kind word processor works windows	1.0
1484	940_0	i definitely suggest getting extended warranty probably need	extended warranty	34--51	1	getting extended warranty need	0.0
1485	1221_2	i loving netbook amazing screen display small light 1 week stopped opening web pages even installing new browsers eventually started giving blue screen crashing every time i booted	browsers	177--185	0	installing new browsers	0.0
1486	1674_0	all great price	price	21--26	1	all great price	1.0
1487	1449_0	the apple systems priced luxury arn worth charged model specifications far impressive thing get apple name	specifications	105--119	-1	model specifications get	0.0
1488	661_1	there also seemed problem hard disc certain times windows loads claims not able find drivers files	windows	70--77	-1	windows loads	0.0
1489	3081_0	once i removed software laptop loads 15 20 seconds	software	23--31	-1	software loads	0.0
1490	1099_0	it slow locked also hardware replaced 2 months	hardware	37--45	-1	also hardware replaced	0.0
1491	61_1	what i like laptop run well without purchase additional memory	run	35--38	0	like run well additional memory	1.0
1492	1080_1	also hdd secures inside using rails one set main hard drive	rails	31--36	0	using rails	0.0
1493	1743_1	but sitting lap desk front looks big enough could im used lenovo 10 tablet plus great size i want unplug external keyboard mouse monitor take i take photos video	external keyboard	189--206	0	unplug external keyboard mouse monitor	0.0
1494	2674_0	one drawback i noticed sound quality via usb	sound quality via usb	27--48	-1	noticed sound quality via usb	0.0
1495	682_1	get this computer for portability and fast processing	processing	43--53	1	processing	0.0
1496	1893_0	three weeks i bought netbook screen quit working	screen	44--50	-1	screen quit	0.0
1497	2809_1	i love windows 7 give toshiba credit unless get serious ergonomics making required connections less obtrusive looking different manufacturer next time	ergonomics	94--104	-1	get serious ergonomics	-1.0
1498	500_0	we paid three year warranty extended warranty one ended well	three year warranty	16--35	0	three year warranty extended warranty one ended	0.0
1499	2387_1	screen awesome battery life good	battery life	19--31	1	battery life good	1.0
1500	1138_0	ever since i bought laptop far i experience nothing constant break downs laptop bad customer services i received phone toshiba customer services hotlines	customer services	111--128	-1	laptop constant break downs laptop bad customer services customer services hotlines	-1.0
1501	917_2	one night i turned freaking thing using next day i turn no gui screen dark power light steady hard drive light steady not flashing usually	power light	111--122	0	turned no gui screen dark power light steady hard drive light steady flashing	-1.0
1502	15_0	runs fast regular layout keyboard much better	regular layout keyboard	18--41	1	runs fast regular layout keyboard better	1.0
1503	2497_1	but application called boot camp allows add another os x like windows	os x	78--82	0	add another os x windows	0.0
1504	2373_0	the screen takes getting use smaller laptop	screen	4--10	-1	the screen takes	0.0
1505	2273_1	with upgraded memory macbook pro never issue running many many applications	applications	79--91	0	running many many applications	0.0
1506	2080_0	even though running snow leopard 2 4 ghz c2d bit antiquated cpu thus occasional spinning wheel would appear running office mac applications word excel	snow leopard	26--38	1	running snow leopard 4 running	0.0
1507	2622_2	reason it buy know first thing not lose value laptop price stay next year even apple decides change mode laptop value drop 10 20% unlike pc laptops drop 80%	value	220--225	1	value laptop laptop value drop drop	1.0
1508	684_0	the keyboard wonderful nature feel	keyboard	4--12	1	keyboard wonderful nature	1.0
1509	1734_0	it drives crazy i want download game something nature i play not compatable software	software	134--142	-1	compatable software	0.0
1510	1361_0	mmm high failure rate sure reflected retail price	retail price	58--70	-1	reflected retail price	0.0
1511	2938_1	i wish volume could louder mouse didnt break month	mouse	42--47	-1	wish volume could louder mouse didnt break month	1.0
1512	2009_0	the battery never held charge longer one hour within two months stopped holding charge ten minutes	battery	6--13	-1	the battery held	0.0
1513	700_0	speakers sound great	speakers	0--8	-1	speakers sound great	1.0
1514	2926_0	the problems sound isnt loud i wear headphones	sound	26--31	-1	the problems sound isnt loud wear	-1.0
